ids	T2-Ag1:B2C_C_Nov	T2-Ag1:B2T_T_Nov	T2-Ag1:B3T_T_Nov	T2-Ag1:B5C_C_Nov	T2-Ag1:B6C_C_Nov	T2-Ag1:B8T_T_Jul
Both-087c0d1d-965c-46b3-b34b-488887254f2b_GeneID:727354	12.0	14.0	28.0	8.0	41.0	6.0
Both-0888607f-dd65-4ad7-a629-8b62b8bdab94_NC_037648.1:15482000	2.0	2.0	4.0	2.0	6.0	0.0
Both-08918788-3eb4-4cf0-8857-2878f7ddf791_NC_037642.1:12725000	3.0	4.0	4.0	5.0	5.0	1.0
Both-0891f2c4-575c-4b4f-93a2-324ff8e1200b_GeneID:551616	6.0	3.0	4.0	3.0	5.0	2.0
Both-08a34f21-dd95-4ac0-a8c2-93973454d19f_GeneID:726421	1.0	0.0	2.0	0.0	2.0	0.0
Both-08a75701-e61d-4271-b652-ca13c7581c70_NC_037647.1:11410000	2.0	0.0	2.0	0.0	1.0	0.0
Both-08b5d95f-e7a4-4472-ad3e-fbeecdd999e7_NC_037652.1:7565000	6.0	3.0	9.0	9.0	19.0	7.0
Both-08c36de7-1fad-4233-bea7-ae6c6fe68b1e_GeneID:551545	1.0	1.0	1.0	0.0	0.0	0.0
Both-08c78c8b-5618-4bc2-90f7-62317d2cab8e_GeneID:726709	0.0	0.0	2.0	0.0	2.0	0.0
Both-08d24668-8814-458c-bf2c-5a15142cb8c6_NC_037638.1:12049000	0.0	0.0	0.0	2.0	0.0	1.0
Both-08eb6c4d-02ed-4090-8763-6fda920cddb5_NC_037638.1:11201000	1.0	0.0	0.0	1.0	1.0	0.0
Both-08eeda84-dbc2-4cf2-8fb7-755243e19e49_NC_037640.1:998000	1.0	1.0	2.0	0.0	0.0	0.0
Both-08f8dbac-985a-4dea-a5f3-03a60bede792_GeneID:726358	2.0	1.0	0.0	0.0	0.0	0.0
Both-08fc4ead-01d0-4233-8f35-a6f14a64e0e8_NC_037646.1:918000	0.0	1.0	0.0	1.0	1.0	0.0
Both-0904ba70-3a73-4267-9827-b66057993f28_NC_037646.1:10813000	1.0	0.0	0.0	2.0	1.0	0.0
Both-0919d78b-0eec-42f0-bfae-126436f5b220_NC_037653.1:776000	37.0	47.0	47.0	52.0	61.0	17.0
Both-09238f64-7a7b-4de6-be01-fa278032311d_NC_037646.1:2898000	1.0	1.0	0.0	2.0	1.0	0.0
Both-093b0538-20b0-4a4b-bff7-d47568011867_NC_037638.1:13311000	4.0	2.0	2.0	4.0	3.0	3.0
Both-094e4166-d8d5-4c68-aea7-9a8550769bd9_NC_037650.1:8562000	1.0	0.0	1.0	2.0	0.0	0.0
Both-09500834-0e6f-42de-9c56-73109d8002a6_GeneID:412194	1.0	1.0	0.0	0.0	0.0	1.0
Both-09606cb8-55ea-4701-838a-d42a503e479b_NC_037638.1:14325000	1.0	1.0	0.0	0.0	0.0	0.0
Both-096ac704-f248-4199-8f52-0b48f9e7fb64_NC_037651.1:2991000	2.0	0.0	0.0	0.0	1.0	0.0
Both-0970138a-7316-4bff-896e-c6986fb5ff08_GeneID:409469	2.0	2.0	5.0	1.0	1.0	2.0
Both-0972ccc7-366b-4c94-9f68-36ab49f25480_NC_037649.1:8032000	0.0	4.0	2.0	5.0	3.0	0.0
Both-09747cd0-f2bc-412f-84d3-d1154448b090_GeneID:724793	84.0	65.0	76.0	89.0	104.0	53.0
Both-0992ae03-22fc-4877-9b79-228e96592add_GeneID:100578691	0.0	1.0	1.0	2.0	2.0	0.0
Both-09a6bb21-4e5c-4ee3-8e14-d6e3bdedce6e_NC_037648.1:8313000	8.0	7.0	6.0	4.0	12.0	1.0
Both-09a9ab63-1727-44ea-bf0d-be3f6994da05_NC_037651.1:4981000	0.0	0.0	1.0	0.0	0.0	1.0
Both-09daa336-d3ac-421e-8c00-de1e03019a26_GeneID:409335	0.0	0.0	1.0	1.0	0.0	0.0
Both-09e87916-37ef-45e3-bb0a-fbc23a0328f2_NC_037641.1:3345000	2.0	2.0	0.0	1.0	1.0	1.0
Both-09fa1ed0-17cd-4905-916f-c6a58079e376_NC_037638.1:4811000	3.0	11.0	5.0	15.0	9.0	9.0
Both-0a0d758c-cba9-41db-b431-a0675dd997da_GeneID:725400	1.0	0.0	1.0	0.0	1.0	1.0
Both-0a11d149-771b-47bd-93a8-ddf4d38b01ee_GeneID:102654653	1.0	2.0	0.0	2.0	4.0	0.0
Both-0a193b8a-d9aa-4ec4-9280-9f6b10603657_NC_037646.1:513000	0.0	1.0	1.0	0.0	2.0	0.0
Both-0a1bc672-f071-4ef6-bbf0-17b90e2346c5_NC_037647.1:4904000	0.0	0.0	0.0	1.0	0.0	1.0
Both-0a2cad12-1ac9-455d-919a-f0583c5150ee_NC_037645.1:8870000	1.0	2.0	0.0	3.0	4.0	1.0
Both-0a32a26a-60da-43fe-9f42-ceed753d469f_NC_037638.1:9301000	0.0	1.0	4.0	0.0	1.0	2.0
Both-0a33a47a-89f7-4f0e-a600-576804b3ef24_NC_037642.1:3006000	1.0	0.0	1.0	0.0	1.0	0.0
Both-0a4ba31c-0363-4870-a79a-200c33d35209_GeneID:409111	9.0	7.0	12.0	8.0	5.0	1.0
Both-0a4f2b75-42e3-43d3-99dd-d01805d06686_GeneID:551413	2.0	1.0	1.0	2.0	2.0	0.0
Both-0a545ede-fe31-4d03-9996-0ca521e12835_GeneID:409373	0.0	1.0	6.0	1.0	5.0	3.0
Both-0a681c62-7c68-4941-936e-70b6078c6cd2_NC_037646.1:1700000	0.0	0.0	0.0	1.0	1.0	1.0
Both-0a6bcaf8-e36c-4fd7-9112-adac1bc1d519_NC_037643.1:5156000	1.0	0.0	2.0	0.0	4.0	1.0
Both-0a73b5cf-ab71-44f0-ba27-c9f885bff755_NC_037646.1:8364000	1.0	2.0	3.0	0.0	1.0	0.0
Both-0a8f0f61-499c-459c-82dc-1c5f24101482_GeneID:406132	4.0	11.0	4.0	9.0	11.0	17.0
Both-0a961da3-3d95-42dc-842b-374784af551f_NC_037641.1:5051000	0.0	1.0	0.0	1.0	0.0	0.0
Both-0a9912be-562e-4976-814d-e31065b573af_NC_037649.1:7644000	3.0	2.0	2.0	0.0	4.0	0.0
Both-0a9d15a7-ea60-4962-959d-69e4296e6d52_NC_037638.1:12598000	1.0	0.0	5.0	2.0	2.0	0.0
Both-0aa96a9e-05df-4acd-a6d1-71ea322c2037_NC_037639.1:11551000	0.0	1.0	0.0	0.0	0.0	0.0
Both-0abb1214-52f4-48c9-8ec3-11bd958e51de_GeneID:102656085	0.0	0.0	1.0	0.0	1.0	0.0
Both-0abd5d1f-dbb3-4305-8dcd-6558c71034da_NC_037649.1:4018000	5.0	2.0	4.0	10.0	9.0	1.0
Both-0ac111db-8778-4f17-9bd0-70f612249302_GeneID:412432	1.0	0.0	2.0	1.0	0.0	1.0
Both-0ace199b-7ef5-435f-bb3d-0e75af92d313_NC_037647.1:10321000	0.0	1.0	2.0	0.0	2.0	1.0
Both-0ace72b0-bc59-4887-9db8-8b2a249880dd_NC_037638.1:24107000	1.0	1.0	1.0	0.0	2.0	0.0
Both-0ad1b911-e260-42a9-a8fb-f4c364e06c39_NC_037647.1:9845000	0.0	0.0	1.0	0.0	1.0	1.0
Both-0ae0d14e-c9aa-45d0-960f-f99b4bc7b616_GeneID:408309	0.0	0.0	0.0	0.0	1.0	1.0
Both-0aeace72-0b51-443d-96c9-61ab14c58029_NC_037640.1:8343000	0.0	0.0	0.0	1.0	1.0	1.0
Both-0af31176-34b5-4edf-a65b-c93308e3459a_NC_037638.1:15210000	1.0	0.0	0.0	1.0	1.0	0.0
Both-0b077972-ec18-47e1-b8b2-8a262b442d81_GeneID:552110	1.0	0.0	1.0	0.0	1.0	0.0
Both-0b079c46-9176-478f-8125-7e487a0699dc_NC_037647.1:9285000	0.0	0.0	0.0	3.0	2.0	0.0
Both-0b12b99c-4342-4119-aac2-0d0114d41654_NC_037640.1:10161000	1.0	2.0	2.0	0.0	2.0	0.0
Both-0b17df8f-589f-451b-b78d-bff9ae6045e5_NC_037641.1:3669000	14.0	9.0	9.0	15.0	12.0	5.0
Both-0b1da439-72ac-4f4c-a280-44787fd73e8a_NC_037642.1:3287000	2.0	71.0	5.0	47.0	8.0	68.0
Both-0b307f2b-6039-4a11-9801-98bebd5fcaf4_NC_037642.1:9543000	0.0	0.0	0.0	0.0	2.0	0.0
Both-0b3b8c90-045d-49c9-a210-859f1493f8f0_NC_037644.1:1691000	1.0	1.0	3.0	3.0	3.0	0.0
Both-0b3be26b-0dd2-42e9-9a1a-39209324f0f4_NC_037649.1:10690000	11.0	6.0	20.0	11.0	16.0	3.0
Both-0b3db7ee-df43-49c5-8ec0-f18e4037fcd9_NC_037638.1:20557000	7.0	5.0	3.0	8.0	10.0	0.0
Both-0b40bb81-460e-4fc6-98ca-826ad883e512_GeneID:726443	1.0	1.0	1.0	2.0	1.0	0.0
Both-0b44724f-aa79-46ad-83f1-6f2e4cfd3585_NC_037645.1:8648000	1.0	2.0	0.0	1.0	0.0	0.0
Both-0b60c4e2-82a0-47b6-836a-0489252c4163_NC_037646.1:10913000	1.0	2.0	1.0	0.0	1.0	0.0
Both-0b67fcfe-bee6-47d5-9798-10175925ff5e-1_GeneID:410815	1.0	0.0	0.0	0.0	0.0	0.0
Both-0b6f2561-c3e3-4cca-8d29-c816df407488_NC_037648.1:2288000	0.0	0.0	0.0	0.0	0.0	2.0
Both-0b772c4d-7a5e-4b08-a32a-eced447ca319_NC_037638.1:10954000	1.0	0.0	3.0	0.0	5.0	0.0
Both-0b885de0-cc79-428b-8cec-ef81e07a697b_GeneID:726326	7.0	11.0	12.0	3.0	21.0	6.0
Both-0b8dd9ca-07e0-4ea0-9eb6-9a7ed8962360_NC_037642.1:10006000	1.0	1.0	1.0	1.0	0.0	0.0
Both-0b8f5857-e66d-42ab-9623-94f9b2e8535c_NC_037641.1:7586000	3.0	22.0	68.0	9.0	20.0	16.0
Both-0ba29dfc-d382-4f42-a1a6-c14c9a73cb64_NC_037643.1:15358000	1.0	2.0	0.0	0.0	1.0	0.0
Both-0ba9df2d-a088-421d-a76a-423c5d3215a1_NC_037648.1:16316000	0.0	2.0	0.0	0.0	2.0	2.0
Both-0bb64fe7-d089-48bb-ae43-2640c08a7199_GeneID:410027	1.0	3.0	0.0	0.0	1.0	0.0
Both-0bc99cdc-7b1e-45bb-a750-4683353e1651_NC_037647.1:9545000	0.0	1.0	0.0	1.0	0.0	0.0
Both-0bd4eaa4-bf16-4729-aab2-d5fc73cd63f1_NC_037638.1:21733000	1.0	0.0	2.0	0.0	1.0	0.0
Both-0be2dba7-8c66-4d26-9985-844dd54d0f92_NC_037638.1:10760000	1.0	2.0	2.0	3.0	0.0	1.0
Both-0be8a590-f708-4a91-b657-fbec4c7cdf72_GeneID:409922	0.0	0.0	2.0	0.0	0.0	1.0
Both-0c0e6450-ed6f-4031-b4c2-e86b27faab4d_NC_037650.1:7600000	0.0	2.0	0.0	0.0	0.0	0.0
Both-0c16bd73-de18-4da7-a103-310c5924d49a_GeneID:552461	0.0	1.0	1.0	1.0	1.0	0.0
Both-0c184386-5e6b-4cf8-b342-9e89b85ab910_NC_037646.1:1536000	3.0	2.0	2.0	3.0	1.0	0.0
Both-0c291d74-0d31-4cbb-a320-e24fef5a7428_NC_037645.1:3868000	14.0	8.0	5.0	18.0	9.0	4.0
Both-0c3332c2-f1b5-435c-b7ee-ee6539666087_GeneID:100578662	0.0	0.0	0.0	0.0	2.0	0.0
Both-0c33cc08-690b-4a34-b280-461cfe2d9bbc_GeneID:409317	0.0	0.0	1.0	0.0	1.0	1.0
Both-0c430586-5f39-4639-b6d3-fd0b4008c9fe_GeneID:551760	2.0	1.0	2.0	1.0	2.0	1.0
Both-0c45520e-075d-4efc-9fdf-525ef1855f6f_NC_037638.1:25169000	7.0	7.0	0.0	14.0	6.0	3.0
Both-0c581ddd-2a74-4229-b1ea-102e2545a074_GeneID:409422	1.0	1.0	4.0	0.0	0.0	2.0
Both-0c594a20-5787-4a36-be25-e47a4000a2c0_NC_037651.1:8267000	0.0	1.0	2.0	0.0	2.0	1.0
Both-0c613d40-390c-4d80-a19b-c877061bd11a_GeneID:409422	0.0	0.0	2.0	2.0	1.0	2.0
Both-0c6ccfd1-ab90-45dc-bbbf-c076cc56934c_GeneID:409335	1.0	0.0	4.0	2.0	1.0	1.0
Both-0c6e3437-9074-4421-b355-80e572d4f804_NC_037648.1:2289000	1.0	0.0	0.0	2.0	0.0	0.0
Both-0c87d9a2-f158-4131-b53b-91f5aa1378c6_GeneID:552633	0.0	2.0	3.0	0.0	3.0	3.0
Both-0c8c5482-b7dc-4c62-8bf6-ba2a1d682bb6_GeneID:550903	1.0	1.0	1.0	0.0	0.0	0.0
Both-0c8f9c35-be11-4714-838e-157a36095b5b_NC_037648.1:14337000	0.0	2.0	0.0	2.0	4.0	0.0
Both-0c9d04d8-9580-4583-8b6c-382ee1a5de0e_GeneID:551229	1.0	0.0	1.0	0.0	0.0	0.0
Both-0c9feb47-5aa8-4307-a3e0-0136c66597cb_NC_037638.1:132000	0.0	0.0	3.0	3.0	6.0	1.0
Both-0ca23e6c-fa82-471c-ad70-9ab3a6d18335_NC_037638.1:1680000	1.0	1.0	3.0	0.0	3.0	2.0
Both-0cac905f-83b2-4127-98c7-1c3cec7ce4a2_GeneID:413332	12.0	6.0	61.0	12.0	30.0	16.0
Both-0caf1b6b-d9c3-4ec1-8c96-a9365ab3d148_NC_037648.1:9822000	1.0	2.0	1.0	1.0	1.0	0.0
Both-0cb0e98f-af57-413b-a6d5-35be82b6d13d_GeneID:727246	0.0	0.0	2.0	0.0	0.0	0.0
Both-0cb0f8ea-e2dd-4439-9a47-e9dac3e4290b_GeneID:102653967	0.0	1.0	1.0	0.0	0.0	0.0
Both-0cbabc8c-dac0-4580-a41d-a4b5bbee8fee_NC_037644.1:3410000	1.0	0.0	8.0	5.0	6.0	3.0
Both-0cc529ae-bad8-4866-ab58-91c0b74939cd_NC_037645.1:8610000	1.0	0.0	0.0	1.0	2.0	1.0
Both-0ccdbdc8-f369-4757-8732-d3918f8410e3_GeneID:726922	1.0	2.0	18.0	0.0	7.0	1.0
Both-0cfb2272-c67e-42e7-b2fe-08e4d33c3d39_NC_037638.1:11586000	1.0	1.0	4.0	4.0	3.0	2.0
Both-0d004c30-e2b0-433e-acbd-502f98cd2ece_NC_037651.1:10471000	0.0	0.0	1.0	0.0	1.0	0.0
Both-0d1e7294-4434-419d-93c6-210cf193ddb7_NC_037640.1:4320000	0.0	0.0	2.0	0.0	2.0	0.0
Both-0d1f8fb8-91fa-4ab6-80f5-9771637b4f6a_NC_037645.1:9095000	1.0	0.0	0.0	1.0	3.0	2.0
Both-0d29e464-58d8-4a43-b33c-73dc58623ea9_NC_037648.1:6453000	1.0	0.0	0.0	0.0	1.0	0.0
Both-0d2bb5c2-7f4c-42e5-bb00-4680a01f8915_NC_037642.1:225000	0.0	0.0	0.0	0.0	2.0	0.0
Both-0d2c6be9-b4dd-4b26-8bdb-83ba047cbd49_NC_037643.1:13251000	0.0	1.0	0.0	0.0	0.0	0.0
Both-0d519829-dfa7-4d76-bc21-cedc235c6e04_GeneID:102655942	1.0	0.0	1.0	1.0	1.0	0.0
Both-0d53ec78-0048-47a4-8ca0-86a3ec66b40e_NC_037648.1:13614000	2.0	0.0	2.0	0.0	1.0	1.0
Both-0d6821b4-64fc-440e-93d6-a506fd3e926a_GeneID:413498	10.0	11.0	18.0	12.0	25.0	5.0
Both-0d6fdc00-c781-48da-9234-d49ca068231b_NC_037638.1:4534000	1.0	2.0	2.0	6.0	1.0	1.0
Both-0d7262c5-3735-4605-9064-148cdc85dcbd_NC_037643.1:15348000	0.0	1.0	1.0	1.0	2.0	0.0
Both-0d8dfb6f-ddf0-48bf-9bd5-de80c36a2cf8_GeneID:410754	0.0	0.0	0.0	0.0	2.0	1.0
Both-0d90c4ee-3a35-488d-92e4-7145ae2b82eb_NC_037644.1:3248000	3.0	5.0	7.0	4.0	4.0	1.0
Both-0d919154-4142-4ff8-b180-725d3e7ce182_NW_020555938.1:3000	28.0	2.0	3.0	6.0	18.0	12.0
Both-0d98e6bb-6c3e-4732-a265-5e884c69ad47_NC_037638.1:1671000	2.0	3.0	2.0	2.0	2.0	2.0
Both-0da5a43c-a0f8-4e65-b6c6-41d2c673457a_NC_037649.1:3853000	2.0	3.0	4.0	6.0	3.0	0.0
Both-0dacb679-a414-44a9-9389-1531d11d8974_NC_037651.1:7193000	1.0	3.0	0.0	10.0	1.0	1.0
Both-0dd1be73-ee7d-4009-bd33-d11372a3bea7_NC_037640.1:334000	1.0	0.0	1.0	2.0	1.0	0.0
Both-0dd5f906-6f72-44b6-8d8c-fd7600b1b84f_GeneID:725165	0.0	0.0	0.0	1.0	0.0	0.0
Both-0dd8f88f-dbbe-4ce3-9003-b24e1aa8ffa9_NC_037649.1:7827000	0.0	1.0	0.0	0.0	1.0	0.0
Both-0ded75cd-2047-4539-9802-611ad7e8b2a6_NC_037648.1:6496000	1.0	2.0	0.0	0.0	2.0	0.0
Both-0df4f34e-157a-4fa4-b5ff-1e203a8c4026_GeneID:727168	3.0	1.0	8.0	7.0	8.0	4.0
Both-0e168190-1e75-4494-8b2d-8d38d935f57c_NC_037653.1:2592000	2.0	1.0	0.0	8.0	0.0	1.0
Both-0e1d12cd-0a53-4bd3-9b3f-040d8f5fb3cd_GeneID:727293	1.0	1.0	1.0	0.0	0.0	0.0
Both-0e216926-18f0-4dfb-831b-61d5ffd26980_NC_037638.1:11272000	1.0	0.0	2.0	1.0	1.0	0.0
Both-0e2fa7bd-b45a-435f-a572-0a8d9f9fffa2_GeneID:412243	1.0	1.0	0.0	0.0	2.0	3.0
Both-0e38d299-5b8e-441a-9b36-9381bf04a999_NC_037653.1:4840000	5.0	4.0	2.0	11.0	12.0	0.0
Both-0e4485d9-01e9-43a5-bc3b-7d163150ab58_NC_037640.1:8340000	2.0	0.0	1.0	0.0	1.0	0.0
Both-0e463a9b-81e0-42a6-9a94-f016c40333c3_GeneID:724368	1.0	0.0	1.0	2.0	0.0	1.0
Both-0e57e7cb-5ee9-43e6-9d2a-0177616ee5ed_GeneID:551643	0.0	0.0	1.0	0.0	0.0	1.0
Both-0e6ebda3-192c-4609-a1b9-8eab6698c7d6_NC_037638.1:12599000	0.0	0.0	0.0	0.0	2.0	1.0
Both-0e732b05-5f4d-44c8-93bf-be92873429ab_GeneID:413470	5.0	1.0	0.0	2.0	4.0	1.0
Both-0e8cdfd8-104a-4df9-b338-ad183324bd8a_GeneID:725594	0.0	2.0	1.0	0.0	0.0	0.0
Both-0ea01f2b-b4b8-48af-8ac1-396f5960b9c7_GeneID:412727	2.0	0.0	2.0	1.0	4.0	0.0
Both-0eac909a-075f-4f61-844f-f905bd6488c4_NC_037645.1:9477000	68.0	58.0	51.0	104.0	153.0	44.0
Both-0eadb755-ec58-4c0e-a1d1-1cc6fc3bdf48_GeneID:551612	15.0	8.0	10.0	14.0	10.0	2.0
Both-0eaf9898-62b1-4588-a21a-329eb42c6384_NC_037645.1:6605000	2.0	0.0	3.0	1.0	3.0	1.0
Both-0eb0fc0b-219f-49d1-9d78-11a117b8fc6e_GeneID:409486	3.0	6.0	12.0	3.0	9.0	8.0
Both-0eba5084-a146-46d0-8ab3-f1465ee02ff0_NC_037642.1:9893000	142.0	135.0	218.0	224.0	332.0	150.0
Both-0ec9ffb1-876a-4325-a224-39b19c9c5e1b-1_GeneID:406091	2.0	1.0	0.0	3.0	0.0	0.0
Both-0ec9ffb1-876a-4325-a224-39b19c9c5e1b_GeneID:406091	2.0	4.0	0.0	2.0	2.0	0.0
Both-0ed927f6-7821-4b2d-bbce-b67c708d3ffe_GeneID:107964998	3.0	1.0	2.0	4.0	2.0	3.0
Both-0eddd6f3-3293-4f78-a204-913b35f1add6_GeneID:408712	3.0	4.0	6.0	5.0	3.0	1.0
Both-0ee85d11-55c2-48f2-a945-e8aca915ba62_NC_037644.1:12445000	0.0	0.0	1.0	1.0	2.0	0.0
Both-0ee86fe8-2900-4fa5-812b-a0b3c3f46f36_NC_037642.1:5009000	3.0	2.0	5.0	1.0	6.0	0.0
Both-0ef2fc67-0089-45ac-a88d-ff7e83a001ac_NC_037640.1:318000	0.0	0.0	1.0	0.0	0.0	0.0
Both-0efc8b89-c4f7-4450-9cd9-88689be3aaff_NW_020555904.1:10000	0.0	0.0	0.0	7.0	0.0	0.0
Both-0f083b25-58b2-446d-b5e6-ae72ce9075fc_NC_037641.1:9060000	2.0	0.0	0.0	2.0	2.0	0.0
Both-0f10ea24-a389-4d68-82b2-f8f076cbec77_NC_037643.1:16799000	0.0	0.0	0.0	1.0	1.0	0.0
Both-0f297240-0849-4a28-a4ca-4475963e1791_NC_037645.1:2226000	0.0	2.0	1.0	0.0	1.0	0.0
Both-0f2c908f-9c36-4d17-bd95-e468b2a9632d_GeneID:409114	2.0	2.0	8.0	4.0	2.0	4.0
Both-0f2fe310-9733-4a94-b6ee-84b0b2781668_NC_037648.1:5133000	2.0	1.0	1.0	1.0	0.0	0.0
Both-0f30228d-7c22-4ca1-bd86-5308b50b111c_NC_037650.1:1204000	0.0	0.0	0.0	1.0	1.0	0.0
Both-0f3a2ac4-a7af-40c1-88d5-c743321ba65f_NC_037644.1:13763000	1.0	1.0	2.0	1.0	1.0	1.0
Both-0f4379af-f36d-4497-94c1-67a2efd9219d_GeneID:409193	0.0	0.0	2.0	0.0	0.0	0.0
Both-0f4677ce-2deb-498f-b079-e47072fe5d99_NC_037639.1:13316000	0.0	0.0	0.0	2.0	1.0	2.0
Both-0f5f4d31-e220-4173-8b2d-4371237c5c86_GeneID:552028	3.0	0.0	2.0	0.0	4.0	0.0
Both-0f6065e8-0709-41d1-ba36-ef5430f77880_GeneID:552286	0.0	0.0	1.0	1.0	1.0	0.0
Both-0f693a86-4cef-46c4-b94a-7c0c65aeb77a_NC_037646.1:112000	1.0	0.0	1.0	1.0	0.0	1.0
Both-0f69db10-e9c0-4752-8ff0-58d956c2a322_NC_037638.1:14201000	0.0	1.0	1.0	0.0	0.0	1.0
Both-0f6e6283-8204-44aa-a4d5-e0b62c881c42_NC_037638.1:5034000	0.0	2.0	0.0	1.0	2.0	1.0
Both-0f7629fe-0826-4a31-86f2-daf1cf49134e_NC_037643.1:5375000	1.0	1.0	0.0	1.0	1.0	0.0
Both-0f8ce8d2-9e4e-459f-bd76-7f1f5e3f49ec_NC_037651.1:5472000	0.0	1.0	0.0	1.0	1.0	0.0
Both-0facbaba-f93d-4790-8459-cbca2b2fcee8_GeneID:726326	4.0	6.0	8.0	11.0	10.0	2.0
Both-0fade65e-b099-4768-b4f5-e4895cf9aba7_NC_037639.1:1772000	0.0	1.0	2.0	1.0	1.0	0.0
Both-0fb1cde4-cada-4d3f-841c-e784f2fe73d4_NC_037639.1:13706000	0.0	0.0	0.0	0.0	3.0	1.0
Both-0fb9e851-75ce-4acb-ab42-349dd2fbfe15_DWV:000	4.0	0.0	0.0	0.0	0.0	0.0
Both-0fc5abc6-19c4-44e2-aa6c-090bdaa46933_GeneID:724227	0.0	2.0	0.0	0.0	1.0	0.0
Both-0fca9610-3af1-400b-b0ba-8329d4524155_GeneID:412176	0.0	1.0	1.0	0.0	0.0	0.0
Both-0fced9ac-f113-493d-9fc1-18501319874a_GeneID:552077	9.0	7.0	29.0	0.0	27.0	9.0
Both-0fd399d5-c52d-4ff8-8ea2-0bef10460b0c_GeneID:409613	1.0	1.0	1.0	1.0	0.0	0.0
Both-0fd3ff40-93b0-4917-a948-91f8f4c98b73_NC_037640.1:399000	0.0	0.0	0.0	0.0	2.0	1.0
Both-0fd8ee0c-f8b2-4d1f-8ade-7b9dcb38178a_NC_037644.1:1823000	4.0	4.0	2.0	3.0	4.0	0.0
Both-0fd9f02a-b40b-4614-b952-00e999dbecfc_NC_037640.1:3223000	4.0	0.0	0.0	2.0	3.0	1.0
Both-0ff05c43-09d1-4f41-92f7-8cdc353d4a14_NC_037639.1:1654000	0.0	1.0	3.0	0.0	2.0	2.0
Both-0ff3268a-6644-4c74-abd0-a83e103c7f81_NC_037647.1:12345000	0.0	0.0	2.0	4.0	6.0	1.0
Both-1000b813-5423-4bd5-bf5d-a26d6f6f972f_GeneID:726358	3.0	8.0	11.0	8.0	15.0	6.0
Both-100d4df8-8797-4478-8783-3e7e2dc49bba_GeneID:408821	2.0	4.0	2.0	5.0	10.0	3.0
Both-1014a548-b94d-4702-a09f-e8e2bb3dce95_GeneID:410161	0.0	0.0	2.0	0.0	0.0	0.0
Both-1021004b-b630-4d0e-a147-b7f048011edb_NC_037649.1:6076000	0.0	1.0	1.0	1.0	1.0	0.0
Both-10283af0-b61a-478d-90c2-2656fdd9dbaa_NC_037649.1:886000	0.0	1.0	1.0	0.0	0.0	0.0
Both-103f0f8a-cd4f-4c85-ae49-4c49484fd048_NC_037638.1:2492000	2.0	0.0	1.0	1.0	0.0	2.0
Both-1046e673-be85-4d6d-92ea-18b13ec2caf7_GeneID:727180	2.0	0.0	4.0	3.0	5.0	1.0
Both-10491fbb-7cf7-49ea-b10a-7592e332932e_NC_037643.1:16356000	2.0	1.0	2.0	3.0	5.0	0.0
Both-1060c8d3-b133-45be-a0f6-db172a84fb2b_NC_037648.1:12434000	0.0	3.0	1.0	2.0	4.0	0.0
Both-1066387d-3459-4d64-9884-1c11799e7663_GeneID:411371	1.0	0.0	0.0	0.0	0.0	0.0
Both-107781c2-b0dc-4ac9-812a-8290c03a84bd_NC_037644.1:8713000	3.0	1.0	4.0	5.0	2.0	2.0
Both-10962c1d-8fec-4cb3-8135-bebcd722ba6d_NC_037640.1:13433000	2.0	1.0	10.0	3.0	9.0	2.0
Both-10971304-a544-492a-9a10-eb349eb606b0_GeneID:677673	0.0	1.0	0.0	3.0	2.0	2.0
Both-10999203-30f2-41e7-91bc-534ed524fc8e_NC_037646.1:1541000	0.0	0.0	1.0	0.0	1.0	0.0
Both-10a02a00-86de-49ba-9d2c-50026db981b8_GeneID:100576361	0.0	0.0	1.0	2.0	2.0	0.0
Both-10a27d52-ab9b-4410-9d9d-0fc767a4f28b_NC_037644.1:10648000	4.0	2.0	1.0	6.0	3.0	1.0
Both-10a5c167-7528-4e91-b1a4-3581be912188_NC_037651.1:10445000	0.0	1.0	5.0	0.0	4.0	0.0
Both-10ad3d1f-ab5d-4c81-9237-7a6fd1a73fc7_GeneID:410204	2.0	1.0	4.0	6.0	10.0	1.0
Both-10aeaaba-6519-4f47-a382-d9d40ef419ef_NC_037638.1:14846000	1.0	1.0	0.0	0.0	1.0	1.0
Both-10c1e4a7-30f9-427e-b137-9b9afa4de274_NC_037645.1:7658000	0.0	0.0	0.0	1.0	2.0	1.0
Both-10c2c77f-994a-46b0-a60b-4ecc3d097e55_NC_037643.1:16501000	0.0	2.0	2.0	6.0	0.0	4.0
Both-10d0da52-f937-456a-9b39-d83bdcd0796e_NC_037639.1:5553000	0.0	1.0	3.0	0.0	0.0	0.0
Both-10d6a8fc-7604-4d59-9fe5-6adbd33929a3_GeneID:727378	7.0	3.0	2.0	2.0	3.0	1.0
Both-10e8d101-ac83-44c5-9857-24f39e924e6d_NC_037646.1:7908000	3.0	2.0	2.0	4.0	2.0	0.0
Both-10f51b2c-f29b-4c9b-9d5f-7bf4d4dd23c8_GeneID:411495	0.0	0.0	1.0	0.0	0.0	0.0
Both-1103cf40-9030-427e-a22c-1d8b5ed48637_NC_037639.1:10252000	4.0	2.0	1.0	6.0	4.0	2.0
Both-1105eef4-05a3-4ae5-9a04-e8e1f2544f0b_GeneID:413334	1.0	0.0	0.0	2.0	2.0	0.0
Both-110a691f-06f0-4008-a773-b27706364135_NC_037642.1:141000	1.0	4.0	4.0	6.0	2.0	0.0
